miRNA,Target Gene (Entrez Gene ID)
hsa-mir-124,84196
hsa-mir-124,754
hsa-mir-124,5236
hsa-mir-124,1545
hsa-mir-124,10040
hsa-mir-124,4090
hsa-mir-124,4782
hsa-mir-124,6259
hsa-mir-124,1490
hsa-mir-124,22856
hsa-mir-124,2790
hsa-mir-124,64396
hsa-mir-124,1432
hsa-mir-124,10783
hsa-mir-124,4124
hsa-mir-124,10106
hsa-mir-124,26258
hsa-mir-124,55635
hsa-mir-124,5970
hsa-mir-124,11104
hsa-mir-124,6584
hsa-mir-124,83593
hsa-mir-124,27242
hsa-mir-124,1635
hsa-mir-124,966
hsa-mir-124,1019
hsa-mir-124,10553
hsa-mir-124,223
hsa-mir-124,6744
hsa-mir-124,91754
hsa-mir-124,9060
hsa-mir-124,84079
hsa-mir-124,27301
hsa-mir-124,2934
hsa-mir-124,148867
hsa-mir-124,1021
hsa-mir-124,23593
hsa-mir-124,57491
hsa-mir-124,116254
hsa-mir-124,5269
hsa-mir-124,5725
hsa-mir-124,7866
hsa-mir-124,1856
hsa-mir-124,196
hsa-mir-124,5355
hsa-mir-124,5420
hsa-mir-124,1500
hsa-mir-124,171177
hsa-mir-124,6667
hsa-mir-124,10449
hsa-mir-124,4833
hsa-mir-124,6566
hsa-mir-124,29969
hsa-mir-124,27236
hsa-mir-124,1785
hsa-mir-124,10424
hsa-mir-124,54537
hsa-mir-124,84327
hsa-mir-124,2683
hsa-mir-124,10198
hsa-mir-124,29083
hsa-mir-124,50848
hsa-mir-124,2773
hsa-mir-124,253512
hsa-mir-124,27230
hsa-mir-124,26147
hsa-mir-124,125476
hsa-mir-124,2054
hsa-mir-124,9321
hsa-mir-124,7094
hsa-mir-124,23075
hsa-mir-124,9138
hsa-mir-124,64834
hsa-mir-124,8826
hsa-mir-124,51099
hsa-mir-124,57140
hsa-mir-124,8677
hsa-mir-124,7003
hsa-mir-124,283635
hsa-mir-124,115548
hsa-mir-124,64764
hsa-mir-124,204
hsa-mir-124,57217
hsa-mir-124,3032
hsa-mir-124,55227
hsa-mir-124,117581
hsa-mir-124,10053
hsa-mir-124,6591
hsa-mir-124,9144
hsa-mir-124,9414
hsa-mir-124,857
hsa-mir-124,3915
hsa-mir-124,64215
hsa-mir-124,55536
hsa-mir-124,8985
hsa-mir-124,53358
hsa-mir-124,29956
hsa-mir-124,9516
hsa-mir-124,58190
hsa-mir-124,8763
hsa-mir-124,3688
hsa-mir-1,9422
hsa-mir-1,6936
hsa-mir-1,4942
hsa-mir-1,1182
hsa-mir-1,5440
hsa-mir-1,54566
hsa-mir-1,1665
hsa-mir-1,54585
hsa-mir-1,377
hsa-mir-1,114881
hsa-mir-1,8358
hsa-mir-1,63898
hsa-mir-1,23321
hsa-mir-1,64857
hsa-mir-1,11158
hsa-mir-1,23214
hsa-mir-1,372
hsa-mir-1,2199
hsa-mir-1,29956
hsa-mir-1,55041
hsa-mir-1,9883
hsa-mir-1,558
hsa-mir-1,57645
hsa-mir-1,10904
hsa-mir-1,10608
hsa-mir-1,57698
hsa-mir-1,27436
hsa-mir-1,55276
hsa-mir-1,27095
hsa-mir-1,22856
hsa-mir-1,157247
hsa-mir-1,2643
hsa-mir-1,5268
hsa-mir-1,253512
hsa-mir-1,147463
hsa-mir-1,55775
hsa-mir-1,7171
hsa-mir-1,57580
hsa-mir-1,27250
hsa-mir-1,51444
hsa-mir-1,8407
hsa-mir-1,50515
hsa-mir-1,11159
hsa-mir-1,55327
hsa-mir-1,3021
hsa-mir-1,6385
hsa-mir-1,9910
hsa-mir-1,10487
hsa-mir-1,1655
hsa-mir-1,220963
hsa-mir-1,23370
hsa-mir-1,22876
hsa-mir-1,51497
hsa-mir-1,54467
hsa-mir-1,27230
hsa-mir-1,7078
hsa-mir-1,3927
hsa-mir-1,89781
hsa-mir-1,10090
hsa-mir-1,22841
hsa-mir-1,326626
hsa-mir-1,23531
hsa-mir-1,81831
hsa-mir-1,132789
hsa-mir-1,92370
hsa-mir-1,4580
hsa-mir-1,103
hsa-mir-1,378
hsa-mir-1,127933
hsa-mir-34a,4851
hsa-mir-30a,4851
hsa-mir-124,10634
hsa-mir-124,117584
hsa-mir-124,678
hsa-mir-124,57048
hsa-mir-124,65981
hsa-mir-124,123228
hsa-mir-124,9260
hsa-mir-124,4651
hsa-mir-124,1875
hsa-mir-124,4772
hsa-mir-124,4811
hsa-mir-124,391
hsa-mir-1,3753
hsa-mir-133a,3784
hsa-mir-17,1869
hsa-mir-125b,2065
hsa-mir-125b,2064
hsa-mir-196a,3204
hsa-mir-196a,3234
hsa-mir-196a,3224
hsa-mir-199b,3918
hsa-mir-15a,9988
hsa-mir-24,1432
hsa-mir-141,9575
hsa-mir-23a,3280
hsa-mir-1,627
hsa-mir-1,2539
hsa-mir-19a,5728
hsa-mir-200b,473
hsa-mir-429,473
hsa-mir-126,1398
hsa-mir-206,6863
hsa-mir-130a,6863
hsa-mir-122,900
hsa-mir-155,94241
hsa-mir-20a,7786
hsa-mir-20a,596
hsa-mir-20a,4209
hsa-mir-17,7786
hsa-mir-17,596
hsa-mir-17,4209
hsa-mir-29a,1788
hsa-mir-29c,1789
hsa-mir-29b,1789
hsa-mir-29a,1789
hsa-mir-29c,1788
hsa-mir-29b,1788
hsa-mir-203a,25
hsa-mir-181b,2891
hsa-mir-181b,7447
hsa-mir-338,55585
hsa-mir-338,4857
hsa-mir-338,4130
hsa-mir-338,153090
hsa-mir-338,10472
hsa-mir-106b,1869
hsa-let-7i,7099
hsa-mir-124,157506
hsa-mir-133b,58155
hsa-mir-21,27250
hsa-mir-375,5324
hsa-mir-144,5324
hsa-mir-143,64778
hsa-mir-122,2959
hsa-mir-122,2997
hsa-mir-122,287
hsa-mir-122,84901
hsa-mir-122,9583
hsa-mir-122,311
hsa-mir-122,226
hsa-mir-122,51560
hsa-mir-122,80223
hsa-mir-122,27086
hsa-mir-122,4204
hsa-mir-122,4684
hsa-mir-122,55833
hsa-mir-122,9095
hsa-mir-122,65985
hsa-mir-122,1844
hsa-mir-122,477
hsa-mir-122,5600
hsa-mir-122,65991
hsa-mir-122,10000
hsa-mir-122,7165
hsa-mir-122,55568
hsa-mir-122,92579
hsa-mir-122,10947
hsa-mir-122,6541
hsa-mir-122,23214
hsa-mir-122,22887
hsa-mir-122,23657
hsa-mir-122,10221
hsa-mir-122,112399
hsa-mir-122,9253
hsa-mir-122,6868
hsa-let-7a,3159
hsa-mir-210,627
hsa-mir-210,5770
hsa-mir-210,5034
hsa-mir-210,29979
hsa-mir-210,9792
hsa-mir-210,81929
hsa-mir-210,4684
hsa-mir-210,58526
hsa-mir-210,266727
hsa-mir-210,57462
hsa-mir-210,23479
hsa-mir-210,3200
hsa-mir-210,23171
hsa-mir-210,201627
hsa-mir-210,132864
hsa-mir-210,8558
hsa-mir-210,23457
hsa-mir-210,10951
hsa-mir-210,7503
hsa-mir-210,3842
hsa-mir-210,23347
hsa-mir-210,375743
hsa-mir-210,25836
hsa-mir-210,57534
hsa-mir-210,25831
hsa-mir-210,2004
hsa-mir-210,23576
hsa-mir-210,23122
hsa-mir-210,80205
hsa-mir-210,286410
hsa-mir-210,324
hsa-mir-210,1871
hsa-mir-210,91
hsa-mir-449a,993
hsa-mir-449a,1021
hsa-mir-222,5520
hsa-mir-9,4790
hsa-mir-345,4363
hsa-mir-7,4363
hsa-mir-29c,1021
hsa-mir-1,55553
hsa-mir-181c,4853
hsa-mir-181c,3845
hsa-mir-181c,4855
hsa-mir-26a,10746
hsa-mir-26a,5925
hsa-mir-19a,2099
hsa-mir-421,472
hsa-mir-10b,9314
hsa-mir-29a,1284
hsa-mir-29a,1282
hsa-mir-150,1959
hsa-mir-424,3708
hsa-mir-424,5604
hsa-mir-424,8554
hsa-mir-424,2260
hsa-mir-335,81873
hsa-mir-335,5921
hsa-mir-224,1173
hsa-mir-224,4817
hsa-mir-224,2354
hsa-mir-224,23054
hsa-mir-205,1655
hsa-mir-205,3636
hsa-mir-205,5469
hsa-mir-133b,4170
hsa-mir-204,7046
hsa-mir-204,7048
hsa-mir-204,6591
hsa-mir-30d,2771
hsa-mir-141,8019
hsa-mir-141,51271
hsa-mir-141,5728
hsa-mir-29a,4170
hsa-mir-29b,4170
hsa-mir-29c,4170
hsa-mir-29c,596
hsa-mir-29b,596
hsa-mir-29a,596
hsa-mir-186,2308
hsa-mir-183,2308
hsa-mir-153,2308
hsa-mir-9,2308
hsa-mir-130b,864
hsa-mir-21,388
hsa-mir-146a,11124
hsa-mir-205,1875
hsa-mir-205,1869
hsa-mir-9,4916
hsa-mir-199a,3855
hsa-mir-145,1956
hsa-mir-16,6194
hsa-mir-16,672
hsa-mir-16,10000
hsa-mir-15a,672
hsa-mir-15a,10000
hsa-mir-30e,7329
hsa-mir-29a,80381
hsa-mir-24,57761
hsa-mir-24,3172
hsa-mir-34a,3172
hsa-mir-221,54541
hsa-mir-221,665
hsa-mir-221,29110
hsa-mir-221,4603
hsa-mir-221,27123
hsa-mir-221,58487
hsa-mir-221,8315
hsa-mir-221,11274
hsa-mir-221,10425
hsa-mir-221,27113
hsa-mir-221,10042
hsa-mir-20a,5728
hsa-mir-18a,5728
hsa-mir-19b,5728
hsa-mir-20a,351
hsa-mir-27b,6768
hsa-mir-224,958
hsa-mir-125b,90427
hsa-mir-25,10018
hsa-mir-100,1959
hsa-mir-100,3397
hsa-mir-100,2261
hsa-mir-100,4322
hsa-mir-125b,51621
hsa-mir-23b,1869
hsa-mir-23b,5925
hsa-mir-19a,595
hsa-mir-27b,4322
hsa-mir-126,7422
hsa-mir-16,89780
hsa-mir-16,894
hsa-mir-222,7078
hsa-mir-221,7078
hsa-mir-155,2252
hsa-mir-155,9641
hsa-mir-181d,596
hsa-mir-181c,596
hsa-mir-181b,596
hsa-mir-181a,596
hsa-mir-145,4215
hsa-let-7a,192670
hsa-mir-124,2004
hsa-mir-1,526
hsa-mir-1,113251
hsa-mir-1,1266
hsa-mir-372,2066
hsa-mir-19a,2066
hsa-mir-302d,2066
hsa-mir-217,4929
hsa-mir-19a,4929
hsa-mir-302d,4929
hsa-mir-372,4929
hsa-mir-133a,6624
hsa-mir-145,6624
hsa-mir-204,4212
hsa-mir-489,5781
hsa-mir-302b,894
hsa-mir-21,5268
hsa-mir-335,5925
hsa-mir-135b,3381
hsa-mir-135b,632
hsa-mir-135b,860
hsa-mir-200c,2033
hsa-mir-200b,2033
hsa-mir-429,2033
hsa-mir-182,2033
hsa-mir-194,2033
hsa-mir-26b,2033
hsa-mir-25,9314
hsa-mir-29a,6423
hsa-mir-29a,22943
hsa-mir-301a,4223
hsa-mir-181a,5629
hsa-mir-661,10809
hsa-mir-302a,1019
hsa-mir-302a,595
hsa-mir-205,2065
hsa-mir-29b,1786
hsa-mir-205,9839
hsa-mir-205,5581
hsa-mir-33b,19
hsa-mir-33a,19
hsa-mir-218,4779
hsa-mir-218,3927
hsa-mir-218,4097
hsa-mir-370,8091
hsa-mir-122,25778
hsa-mir-122,150864
hsa-mir-519b,1994
hsa-mir-519c,1994
hsa-mir-519a,1994
hsa-mir-128,1871
hsa-mir-29a,6285
hsa-mir-29b,6285
hsa-mir-29a,3614
hsa-mir-125a,79727
hsa-mir-32,10018
hsa-mir-17,861
hsa-mir-20a,861
hsa-mir-106a,861
hsa-let-7c,4609
hsa-mir-125b,4916
hsa-mir-125a,4916
hsa-mir-222,8743
hsa-mir-221,8743
hsa-mir-143,5598
hsa-mir-449a,3065
hsa-mir-449a,55869
hsa-mir-1,9411
hsa-mir-1,5218
hsa-mir-1,54545
hsa-mir-1,4860
hsa-mir-1,126731
hsa-mir-1,63929
hsa-mir-1,79850
hsa-mir-1,84951
hsa-mir-1,23446
hsa-mir-1,51098
hsa-mir-1,140809
hsa-mir-19b,6310
hsa-mir-19a,6310
hsa-mir-130a,6310
hsa-mir-200b,2113
hsa-mir-488,367
hsa-mir-199a,960
hsa-mir-107,4602
hsa-mir-26a,4089
hsa-mir-7,3667
hsa-mir-7,8660
hsa-mir-199a,2146
hsa-mir-147a,7422
hsa-mir-134,7422
hsa-mir-140,7422
hsa-mir-29b,7422
hsa-mir-107,7422
hsa-mir-373,84333
hsa-mir-373,149420
hsa-mir-373,51035
hsa-mir-197,51268
hsa-mir-197,5888
hsa-mir-197,5194
hsa-mir-197,9362
hsa-mir-197,3172
hsa-mir-197,11180
hsa-mir-197,8714
hsa-mir-197,8615
hsa-mir-197,55900
hsa-mir-197,55294
hsa-mir-199a,3551
hsa-mir-29c,2200
hsa-mir-24,91
hsa-let-7g,10642
hsa-mir-373,23097
hsa-let-7b,1875
hsa-let-7b,389421
hsa-let-7b,894
hsa-let-7b,4893
hsa-mir-21,659
hsa-mir-124,8992
hsa-mir-373,146223
hsa-mir-125b,79727
hsa-mir-373,56674
hsa-mir-1,54502
hsa-mir-1,54964
hsa-mir-1,79794
hsa-mir-1,51447
hsa-mir-1,57472
hsa-mir-1,57542
hsa-mir-1,3796
hsa-mir-23a,5458
hsa-mir-15a,7456
hsa-mir-15a,11311
hsa-mir-15a,7184
hsa-mir-15a,8935
hsa-mir-15a,221294
hsa-mir-15a,388650
hsa-mir-15a,339804
hsa-mir-15a,159091
hsa-mir-15a,114825
hsa-mir-15a,55028
hsa-mir-15a,201973
hsa-mir-15a,60526
hsa-mir-15a,54969
hsa-mir-15a,79815
hsa-mir-15a,54482
hsa-mir-15a,119504
hsa-mir-15a,23705
hsa-mir-24,9761
hsa-mir-16,7422
hsa-mir-15a,25829
hsa-mir-126,5296
hsa-mir-10a,7392
hsa-mir-212,4204
hsa-mir-17,351
hsa-mir-15a,351
hsa-mir-130a,351
hsa-let-7d,351
hsa-let-7a,351
hsa-mir-20a,4893
hsa-let-7a,1869
hsa-mir-9,23186
hsa-mir-208a,9969
hsa-mir-15b,595
hsa-mir-373,5893
hsa-mir-210,4361
hsa-mir-210,7507
hsa-mir-373,7507
hsa-mir-373,4361
hsa-mir-101,4170
hsa-mir-513a,29126
hsa-mir-132,9743
hsa-mir-424,4774
hsa-let-7e,8669
hsa-mir-373,133015
hsa-mir-373,93081
hsa-mir-373,90488
hsa-mir-373,124930
hsa-mir-200c,2335
hsa-mir-140,1445
hsa-mir-140,4322
hsa-mir-140,2247
hsa-mir-199a,57018
hsa-mir-143,4513
hsa-mir-101,4513
hsa-mir-212,7490
hsa-mir-212,672
hsa-mir-26a,4609
hsa-mir-424,3958
hsa-mir-125b,865
hsa-mir-1,3329
hsa-mir-1,3308
hsa-mir-34c,596
hsa-mir-33b,596
hsa-mir-199a,5601
hsa-mir-199a,5594
hsa-mir-199a,207
hsa-mir-199a,5599
hsa-mir-199a,1432
hsa-mir-224,8539
hsa-mir-21,5921
hsa-mir-138,7015
hsa-mir-29c,10772
hsa-mir-125b,2872
hsa-mir-148a,8856
hsa-let-7b,890
hsa-mir-20b,5468
hsa-mir-193a,5747
hsa-mir-137,10499
hsa-mir-200a,27250
hsa-mir-200a,2627
hsa-mir-200a,7412
hsa-mir-200b,2626
hsa-mir-200b,2335
hsa-mir-217,2146
hsa-let-7b,79727
hsa-mir-101,2201
hsa-mir-183,3688
hsa-mir-183,3796
hsa-mir-146a,890
hsa-mir-146a,5036
hsa-mir-31,6401
hsa-mir-17,3383
hsa-mir-29a,2752
hsa-mir-376a,9295
hsa-mir-7,5894
hsa-mir-101,8289
hsa-mir-106a,51742
hsa-mir-218,3551
hsa-mir-22,9759
hsa-mir-185,387
hsa-mir-185,998
hsa-mir-124,64114
hsa-mir-124,10848
hsa-mir-129,6659
hsa-mir-29a,8493
hsa-mir-34a,7528
hsa-mir-15a,7351
hsa-mir-584,6093
hsa-mir-129,2589
hsa-mir-129,2120
hsa-mir-129,659
hsa-mir-125a,947
hsa-mir-20b,51232
hsa-mir-155,84901
hsa-mir-7,10970
hsa-mir-7,9337
hsa-mir-7,1266
hsa-mir-7,829
hsa-mir-7,378
hsa-mir-7,5217
hsa-mir-7,10197
hsa-mir-19b,10114
hsa-mir-19b,51742
hsa-mir-19b,29116
hsa-mir-125a,7157
hsa-mir-20b,51742
hsa-mir-373,57574
hsa-mir-373,57472
hsa-mir-124,9411
hsa-mir-7,5339
hsa-mir-153,4170
hsa-mir-126,7412
hsa-mir-520c,960
hsa-mir-335,140739
hsa-mir-101,23512
hsa-mir-101,8726
hsa-mir-155,1523
hsa-mir-155,586
hsa-mir-124,81628
hsa-mir-124,80155
hsa-mir-29a,5295
hsa-mir-34a,4111
hsa-mir-34a,4105
hsa-mir-34a,4102
hsa-mir-34a,4101
hsa-mir-301a,55922
hsa-mir-661,7414
hsa-mir-661,9219
hsa-mir-483,4089
hsa-mir-124,6856
hsa-mir-124,23478
hsa-mir-20b,25805
hsa-mir-192,1192
hsa-mir-192,24145
hsa-mir-192,6678
hsa-mir-192,4953
hsa-mir-192,1650
hsa-mir-192,9429
hsa-mir-192,1958
hsa-mir-192,10342
hsa-mir-192,1654
hsa-mir-192,54521
hsa-mir-192,1875
hsa-mir-192,4017
hsa-mir-192,57498
hsa-mir-192,7507
hsa-mir-192,580
hsa-mir-192,5934
hsa-mir-192,5862
hsa-mir-192,8452
hsa-mir-192,4214
hsa-mir-192,64065
hsa-mir-626,8140
hsa-mir-192,30849
hsa-mir-197,26511
hsa-mir-192,10227
hsa-mir-192,10438
hsa-mir-192,10507
hsa-mir-192,23637
hsa-mir-192,10351
hsa-mir-192,57205
hsa-mir-192,4478
hsa-mir-192,11160
hsa-mir-192,8714
hsa-mir-192,2890
hsa-mir-192,6314
hsa-mir-192,7184
hsa-mir-192,6240
hsa-mir-192,956
hsa-mir-192,8706
hsa-mir-192,8019
hsa-mir-192,214
hsa-mir-192,8417
hsa-mir-192,8763
hsa-mir-192,11156
hsa-mir-192,23705
hsa-mir-192,54093
hsa-mir-192,5138
hsa-mir-192,10142
hsa-mir-192,55556
hsa-mir-192,8498
hsa-mir-192,342096
hsa-mir-18a,1490
hsa-mir-197,6875
hsa-mir-197,6257
hsa-mir-197,3184
hsa-mir-197,8511
hsa-mir-197,29894
hsa-mir-197,1801
hsa-mir-197,9364
hsa-mir-197,131566
hsa-mir-197,10551
hsa-mir-197,10025
hsa-mir-197,3150
hsa-mir-197,1192
hsa-mir-197,25865
hsa-mir-197,51477
hsa-mir-197,3831
hsa-mir-197,7259
hsa-mir-197,1388
hsa-mir-197,7840
hsa-mir-197,5936
hsa-mir-197,4038
hsa-mir-197,1809
hsa-mir-197,2521
hsa-mir-197,3249
hsa-mir-197,2309
hsa-mir-197,30846
hsa-mir-197,8870
hsa-mir-197,6642
hsa-mir-197,2804
hsa-mir-197,7728
hsa-mir-197,51214
hsa-mir-197,51230
hsa-mir-197,1066
hsa-mir-197,26003
hsa-mir-197,8558
hsa-mir-197,5989
hsa-mir-197,2592
hsa-mir-197,1540
hsa-mir-197,7071
hsa-mir-197,7372
hsa-mir-197,7757
hsa-mir-197,6787
hsa-mir-197,9473
hsa-mir-197,3554
hsa-mir-197,5576
hsa-mir-346,56898
hsa-mir-346,2592
hsa-mir-346,94009
hsa-mir-346,953
hsa-mir-346,2342
hsa-mir-346,2687
hsa-mir-346,57165
hsa-mir-346,54093
hsa-mir-346,7264
hsa-mir-346,8837
hsa-mir-346,54961
hsa-mir-346,78987
hsa-mir-346,10695
hsa-mir-346,2063
hsa-mir-346,919
hsa-mir-346,7013
hsa-mir-346,6257
hsa-mir-346,9993
hsa-mir-346,3590
hsa-mir-346,27124
hsa-mir-346,9479
hsa-mir-346,10025
hsa-mir-346,5989
hsa-mir-143,1277
hsa-mir-196a,3217
hsa-mir-218,6667
hsa-mir-203a,8626
hsa-mir-17,7422
hsa-mir-150,7422
hsa-mir-195,7422
hsa-mir-15b,7422
hsa-mir-15a,7422
hsa-mir-520g,7422
hsa-mir-330,7422
hsa-mir-127,639
hsa-mir-155,6688
hsa-mir-124,1017
hsa-mir-124,6347
hsa-mir-491,598
hsa-mir-21,7050
hsa-mir-145,4609
hsa-mir-23b,5328
hsa-mir-23b,4233
hsa-mir-200b,10810
hsa-mir-101,5743
hsa-mir-346,3606
hsa-mir-21,8202
hsa-mir-21,4609
hsa-mir-29b,2099
hsa-mir-19b,2099
hsa-mir-19b,8202
hsa-mir-18a,8202
hsa-mir-29b,8202
hsa-mir-20b,2099
hsa-mir-223,4784
hsa-mir-25,1028
hsa-mir-21,2064
hsa-let-7a,115426
hsa-mir-1,5292
hsa-mir-199a,3976
hsa-mir-125a,3976
hsa-mir-181a,8850
hsa-mir-181b,8850
hsa-mir-25,8850
hsa-mir-32,8850
hsa-mir-106b,8850
hsa-mir-19a,8850
hsa-mir-19b,8850
hsa-mir-19b,8651
hsa-mir-19a,8651
hsa-mir-26a,1490
hsa-mir-26a,55437
hsa-mir-212,7082
hsa-mir-450a,3190
hsa-let-7a,23405
hsa-let-7d,23405
hsa-let-7c,23405
hsa-mir-183,7430
hsa-mir-19a,10419
hsa-mir-128,1956
hsa-mir-184,3636
hsa-mir-126,3667
hsa-mir-186,5027
hsa-mir-150,5027
hsa-mir-130a,4223
hsa-mir-17,5601
hsa-mir-7,3070
hsa-mir-24,1029
hsa-mir-125b,207
hsa-mir-122,599
hsa-mir-16,7456
hsa-mir-16,11311
hsa-mir-16,7184
hsa-mir-16,8935
hsa-mir-16,221294
hsa-mir-16,388650
hsa-mir-16,339804
hsa-mir-16,159091
hsa-mir-16,114825
hsa-mir-16,55028
hsa-mir-16,201973
hsa-mir-16,60526
hsa-mir-16,54969
hsa-mir-16,79815
hsa-mir-16,54482
hsa-mir-16,119504
hsa-mir-16,23705
hsa-mir-18a,57018
hsa-mir-18a,80034
hsa-mir-18a,7067
hsa-mir-18a,8600
hsa-mir-125a,57509
hsa-mir-125a,5914
hsa-mir-195,6497
hsa-mir-200a,5708
hsa-mir-34b,4609
hsa-mir-34c,4609
hsa-mir-34a,4194
hsa-mir-34b,6427
hsa-mir-34c,6427
hsa-mir-512,4170
hsa-mir-125b,1591
hsa-mir-146a,3576
hsa-mir-197,11334
hsa-mir-193b,5328
hsa-mir-193b,118471
hsa-mir-125b,5894
hsa-mir-29b,80312
hsa-mir-29a,80312
hsa-mir-221,3383
hsa-mir-155,1493
hsa-mir-429,10810
hsa-mir-373,51167
hsa-mir-375,51655
hsa-mir-383,7422
hsa-mir-125a,7422
hsa-mir-361,7422
hsa-mir-373,9559
hsa-mir-373,55872
hsa-mir-20a,7422
hsa-mir-20b,7422
hsa-mir-19a,10018
hsa-mir-155,1906
hsa-mir-152,1786
hsa-mir-504,7422
hsa-mir-520h,7422
hsa-mir-146a,4790
hsa-mir-133b,3480
hsa-mir-372,7422
hsa-mir-127,7494
hsa-mir-127,604
hsa-mir-106a,7422
hsa-mir-106b,7422
hsa-mir-1,808
hsa-mir-373,51306
hsa-let-7e,8243
hsa-mir-16,51673
hsa-let-7a,3265
hsa-mir-375,55249
hsa-mir-34a,5604
hsa-mir-221,2353
hsa-mir-222,2353
hsa-mir-107,3091
hsa-let-7g,1029
hsa-let-7g,598
hsa-let-7c,598
hsa-mir-134,4363
hsa-mir-155,2309
hsa-mir-145,2313
hsa-mir-7,6426
hsa-mir-27b,136
hsa-mir-483,27113
hsa-mir-212,8682
hsa-mir-34a,8682
hsa-mir-124,8682
hsa-mir-148a,9252
hsa-let-7d,4891
hsa-mir-155,9935
hsa-mir-30a,8678
hsa-mir-29b,8115
hsa-mir-34a,7422
hsa-mir-373,4735
hsa-mir-23a,79969
hsa-mir-205,7422
hsa-mir-34b,7422
hsa-let-7a,3481
hsa-mir-223,4774
hsa-mir-19b,10018
hsa-mir-200a,10810
hsa-mir-17,51277
hsa-mir-15b,1973
hsa-mir-122,5564
hsa-mir-7,8140
hsa-mir-17,79791
hsa-mir-146b,4790
hsa-let-7c,4893
hsa-mir-125b,639
hsa-mir-125b,3662
hsa-mir-370,1374
hsa-mir-107,405
hsa-mir-22,7037
hsa-mir-33a,4864
hsa-mir-218,81552
hsa-mir-218,112939
hsa-mir-18a,2908
hsa-mir-124,2908
hsa-mir-18a,1831
hsa-mir-124,1831
hsa-mir-200a,7037
hsa-mir-661,5818
hsa-mir-181a,1027
hsa-mir-296,65266
hsa-mir-29a,79412
hsa-mir-299,6696
hsa-mir-374a,2033
hsa-mir-135b,121340
hsa-mir-20a,10018
hsa-mir-106b,10018
hsa-mir-34c,1021
hsa-mir-130a,1435
hsa-mir-125b,2903
hsa-mir-137,23028
hsa-mir-145,1676
hsa-mir-23b,5625
hsa-mir-18a,3091
hsa-mir-17,3091
hsa-mir-17,7048
hsa-mir-18a,7048
hsa-mir-19a,7048
hsa-mir-19b,7048
hsa-mir-222,3383
hsa-mir-31,846
hsa-mir-301b,1786
hsa-mir-1,5525
hsa-mir-198,904
hsa-mir-155,57616
hsa-let-7b,3456
hsa-mir-26a,3456
hsa-mir-145,3456
hsa-mir-34a,3456
hsa-let-7b,7101
hsa-mir-590,7048
hsa-mir-486,958
hsa-mir-141,23414
hsa-mir-200a,23414
hsa-mir-200b,23414
hsa-mir-200c,23414
hsa-mir-429,23414
hsa-mir-29a,7538
hsa-mir-29c,80381
hsa-mir-16,4602
hsa-mir-196b,3224
hsa-mir-128,648
hsa-mir-128,7046
hsa-mir-204,6615
hsa-mir-205,10280
hsa-mir-491,1108
hsa-mir-491,6881
hsa-mir-499a,55553
hsa-mir-26b,5743
hsa-mir-302a,1026
hsa-mir-146a,1026
hsa-mir-146b,1026
hsa-mir-193b,4170
hsa-mir-106b,5925
hsa-mir-518a,4170
hsa-mir-582,4170
hsa-mir-195,6351
hsa-mir-1,5077
hsa-mir-206,5077
hsa-mir-210,4335
hsa-mir-183,8945
hsa-mir-199a,780
hsa-mir-26a,2932
hsa-mir-520b,100507436
hsa-let-7f,5653
hsa-mir-449a,595
hsa-mir-15a,64061
hsa-mir-17,8742
hsa-mir-338,100137049
hsa-mir-191,79905
hsa-mir-191,3552
hsa-mir-107,55038
hsa-mir-191,6659
hsa-mir-107,898
hsa-mir-107,81876
hsa-mir-107,1399
hsa-mir-185,898
hsa-mir-185,1021
hsa-mir-185,207
hsa-mir-185,8091
hsa-mir-185,10391
hsa-mir-155,860
hsa-mir-125b,1029
hsa-mir-17,140453
hsa-mir-20a,140453
hsa-mir-20b,140453
hsa-mir-203a,6059
hsa-mir-30c,140453
hsa-mir-30e,140453
hsa-mir-196a,571
hsa-mir-196a,3162
hsa-mir-203a,1021
hsa-mir-124,7431
hsa-mir-124,64754
hsa-mir-124,1876
hsa-mir-146a,1956
hsa-mir-146a,9219
hsa-mir-153,6622
hsa-mir-18a,4089
hsa-mir-214,1612
hsa-mir-520h,3397
hsa-mir-520h,3399
hsa-mir-183,6427
hsa-mir-16,9212
hsa-mir-661,4170
hsa-mir-892b,4170
hsa-mir-148b,4170
hsa-mir-145,114609
hsa-mir-675,5925
hsa-mir-221,664
hsa-mir-107,55294
hsa-mir-128,55294
hsa-mir-631,6817
hsa-mir-107,2896
hsa-mir-103a,898
hsa-mir-103a,1017
hsa-mir-103a,1385
hsa-mir-30a,55591
hsa-mir-30a,27327
hsa-let-7a,79727
hsa-mir-107,4774
hsa-mir-21,26010
hsa-mir-21,1965
hsa-mir-21,5093
hsa-mir-34a,1869
hsa-mir-27b,1545
hsa-mir-569,6688
hsa-mir-15a,4790
hsa-let-7a,4790
hsa-mir-133a,3757
hsa-mir-133b,3757
hsa-mir-24,672
hsa-mir-24,5424
hsa-mir-192,596
hsa-mir-192,8317
hsa-mir-192,8065
hsa-mir-192,9231
hsa-mir-192,51514
hsa-mir-192,2071
hsa-mir-192,3206
hsa-mir-192,3269
hsa-mir-192,84823
hsa-mir-192,4085
hsa-mir-192,55388
hsa-mir-192,79003
hsa-mir-192,9585
hsa-mir-192,5292
hsa-mir-192,84950
hsa-mir-192,29127
